customer_id,first_name,last_name,email,phone,signup_date,country,age,income,loyalty_points
278.0,frank,YOUNG,frank.young@yahoo.com,+1-304-404-2986,2024-05-03,U.S.,,$24275,N/A
279.0,Frank,lewis,frank.lewis@example.com,(971) 562-4550,"Mar 15, 2020",England,thirty,$114269,2180
, Sam ,Miller,sam.miller@gmail.com,+1-200-951-9250,"Aug 19, 2020",USA,87,66218,points
,OSCAR,rodriguez,oscar.rodriguez@gmail.com,,06/11/2017,England,-5,,N/A
,Charlie, Young ,charlie.young@mail.com,+1-970-891-9840,2015-04-07,Germany,,101422,points
283.0,grace,lee,grace.lee@gmail.com,9852666249,"Sep 24, 2021",France,70,,3289
,eve, Williams ,eve.williams@example.com,(275) 651-8557,29/10/2023,England,thirty,,1453
285.0,Liam,Williams,liam.williams@example.com,(665) 667-2613,"May 31, 2021",Australia,,$109851,points
286.0,Quinn,lee,quinn.lee@mail.com,8115613893,2016-06-06,france,unknown,54998,
287.0,alice,allen,alice.allen@gmail.com,+1-171-982-7293,05-20-2018,,thirty,N/A,N/A
,FRANK,Davis,frank.davis@mail.com,+1-450-570-9885,28/06/2024,Germany,,27248,points
289.0,LIAM,Walker,liam.walker@mail.com,+1-150-775-7999,11-21-2015,France,-5,$114976,2136
290.0,paul,allen,paul.allen@yahoo.com,,09-11-2020,australia,thirty,92434,4465
291.0,bob, Young ,bob.young@example.com,+1-471-317-9951,2019-01-26,australia,66,$108427,N/A
292.0,MIKE,MARTIN,mike.martin@example.com,(413) 906-5081,03-24-2015,France,unknown,70550,2862
,nancy,BROWN,nancy.brown@yahoo.com,(936) 272-9616,"Aug 23, 2020",CA,-5,$48655,
,EVE,Young,eve.young@gmail.com,+1-127-423-3369,2017-04-02,England,35,$65468,N/A
295.0,Ivy,Martin,ivy.martin@mail.com,8774591813,10/11/2015,Germany,unknown,$108504,1820
296.0,Tina,King,tina.king@yahoo.com,+1-137-806-6704,"Oct 12, 2024",Australia,80,N/A,points
,diana,MILLER,diana.miller@mail.com,,"Jun 07, 2016",,65,N/A,points
,ALICE,Davis,alice.davis@mail.com,(282) 371-2678,2023-03-16,France,unknown,31453,2454
,Alice,Rodriguez,alice.rodriguez@gmail.com,+1-469-413-3836,16/07/2016,CA,thirty,,points
300.0,mike,Davis,mike.davis@mail.com,9613123796,2025-09-05,,unknown,N/A,points
,rita,Jones,rita.jones@example.com,,03-26-2019,Germany,unknown,,N/A
, Grace ,Miller,grace.miller@hotmail.com,(878) 174-6776,"Mar 04, 2017",Germany,,50183,N/A
303.0,sam,Lee,sam.lee@gmail.com,,07-17-2022,france,thirty,91383,1970
304.0,PAUL,HALL,paul.hall@hotmail.com,9519276109,2023-07-02,England,unknown,83276,N/A
305.0, Ivy ,CLARK,ivy.clark@mail.com,+1-741-192-8235,10/06/2015,USA,56,82408,
306.0, Diana ,DAVIS,diana.davis@mail.com,7641898032,30/09/2020,England,61,105649,4467
, Liam ,martin,liam.martin@hotmail.com,(433) 944-6076,"Jun 16, 2015",Germany,unknown,27386,
308.0,GRACE,Miller,gracemiller@gmailcom,(619) 721-1812,"Sep 17, 2019",USA,thirty,94067,1968
309.0,LIAM,ALLEN,liam.allen@hotmail.com,3105452938,"Jul 13, 2022",England,28,,points
310.0,grace,allen,grace.allen@mail.com,,"Dec 29, 2024",England,thirty,$64193,1213
, Diana ,LEWIS,diana.lewis@gmail.com,5451477771,05-14-2017,australia,unknown,$119902,points
312.0,hank,allen,hank.allen@example.com,(210) 386-6709,2019-10-12,Canada,56,55231,N/A
,Quinn,williams,quinn.williams@mail.com,,2016-11-06,France,,N/A,
314.0,RITA, martin ,rita.martin@hotmail.com,(275) 492-9634,2021-01-03,United Kingdom,,N/A,N/A
315.0, Oscar ,jones,oscar.jones@yahoo.com,,07/06/2020,,-5,N/A,2816
,Jack,SMITH,jack.smith@gmail.com,,24/01/2015,United States,50,30572,points
317.0,Liam,davis,liam.davis@gmail.com,+1-612-991-4808,"May 15, 2021",U.S.,,,2568
318.0,Hank,martin,hank.martin@hotmail.com,4163246742,"Sep 14, 2020",England,38,$110895,N/A
319.0,Oscar,johnson,oscar.johnson@example.com,,"Mar 14, 2023",,thirty,N/A,N/A
320.0,DIANA,CLARK,diana.clark@yahoo.com,8372066558,2021-09-05,U.S.,thirty,111261,points
321.0,Sam,MILLER,sam.miller@gmail.com,8876487413,01-29-2020,UK,32,N/A,points
,Hank,wilson,hank.wilson@example.com,+1-196-373-9238,04-10-2022,England,unknown,37996,
,ALICE,garcia,alice.garcia@mail.com,(787) 466-8019,08/08/2019,United States,-5,,
,hank,Hernandez,hank.hernandez@yahoo.com,,"Apr 09, 2019",England,,$115990,
325.0,ALICE, Lewis ,alice.lewis@hotmail.com,+1-621-633-1400,2015-11-22,Australia,49,,
326.0, karen ,JOHNSON,karen.johnson@hotmail.com,(696) 807-9911,25/05/2020,Australia,,,N/A
327.0,OSCAR,Jones,oscar.jones@hotmail.com,,16/03/2025,,thirty,N/A,4260
, Bob ,wilson,bob.wilson@yahoo.com,,02-09-2025,United States,27,$81013,
,Oscar, Williams ,oscar.williams@mail.com,7182808728,"Aug 09, 2015",UK,unknown,,points
330.0, Charlie ,Jones,charlie.jones@mail.com,7222184954,"Aug 01, 2025",france,,$118438,
,Rita, Clark ,rita.clark@gmail.com,+1-159-961-1431,2016-12-28,U.S.,thirty,,
332.0,Liam, Hall ,liamhall@examplecom,(692) 602-5368,2015-07-13,USA,-5,$103193,44
333.0,rita,Garcia,rita.garcia@gmail.com,+1-966-144-7037,07/01/2025,France,41,31822,points
334.0,Ivy,hernandez,ivy.hernandez@hotmail.com,5440534456,11-28-2022,france,,$40190,points
,NANCY,brown,nancybrown@hotmailcom,2937225538,24/04/2025,France,thirty,$63723,points
,Liam,MARTIN,liam.martin@hotmail.com,,2024-08-17,France,unknown,$117744,N/A
,rita,Young,rita.young@gmail.com,(331) 686-5619,"May 28, 2025",England,54,,2096
338.0,alice,lee,alice.lee@hotmail.com,+1-743-825-1800,"Jan 04, 2022",United Kingdom,48,26237,4661
,Bob,Wilson,bobwilson@mailcom,(356) 194-8326,03-08-2016,Canada,-5,$84050,points
340.0,bob,hernandez,bobhernandez@gmailcom,1997234537,2017-11-05,U.S.,64,N/A,
,tina, Rodriguez ,tina.rodriguez@hotmail.com,+1-642-783-1731,"May 29, 2016",Canada,thirty,N/A,points
342.0,Jack,Young,jack.young@example.com,+1-643-566-4216,27/01/2015,USA,thirty,$20061,N/A
343.0,BOB, Hernandez ,bob.hernandez@gmail.com,(604) 905-1484,"May 19, 2020",United States,thirty,$33590,N/A
344.0,Liam,RODRIGUEZ,liamrodriguez@yahoocom,,"Jan 05, 2020",australia,-5,49717,N/A
345.0,Nancy,RODRIGUEZ,nancy.rodriguez@mail.com,,01/09/2017,Australia,,$109948,points
346.0,Ivy, Wilson ,ivy.wilson@mail.com,+1-950-783-1296,2018-02-24,CA,,N/A,points
,Sam,LEE,sam.lee@example.com,(932) 846-2511,2015-10-07,australia,-5,N/A,points
,Quinn,rodriguez,quinn.rodriguez@yahoo.com,1621492558,21/09/2015,Germany,unknown,$103860,points
349.0,KAREN,King,karen.king@yahoo.com,1043333303,15/10/2015,australia,unknown,N/A,3167
350.0,nancy,lewis,nancy.lewis@yahoo.com,4574086519,"Jul 09, 2024",United Kingdom,-5,44269,points
351.0,Tina, Walker ,tina.walker@yahoo.com,(830) 780-6324,02-09-2021,australia,,$106287,
352.0,ivy,davis,ivy.davis@hotmail.com,+1-960-143-9604,01-01-2023,UK,unknown,$46735,points
353.0,karen,Walker,karen.walker@mail.com,(671) 121-5074,14/09/2017,CA,unknown,,
354.0,NANCY,Smith,nancy.smith@hotmail.com,,30/11/2021,australia,-5,50648,
,Grace,Smith,grace.smith@gmail.com,,01-23-2017,,,N/A,N/A
,Bob, Smith ,bob.smith@gmail.com,9893837053,2025-01-29,United States,-5,,N/A
,DIANA, Johnson ,diana.johnson@yahoo.com,6557780595,16/03/2024,France,unknown,N/A,points
,Liam,Smith,liam.smith@yahoo.com,+1-253-779-9694,11/06/2021,England,-5,,N/A
359.0,Tina,Walker,tina.walker@hotmail.com,(249) 944-1810,2015-02-02,U.S.,65,,
360.0,OSCAR,YOUNG,oscaryoung@yahoocom,1367189082,05/10/2017,australia,-5,$119396,N/A
,HANK, Lee ,hank.lee@example.com,+1-356-622-6792,03-18-2019,,thirty,,N/A
, Charlie , Hall ,charlie.hall@gmail.com,5634331589,12-17-2023,USA,thirty,$32942,points
,Sam,Wilson,sam.wilson@example.com,4553511840,10-19-2019,france,75,39546,
, Eve ,King,eve.king@hotmail.com,7511161259,06/02/2019,Australia,-5,36323,points
365.0,Hank,Allen,hankallen@gmailcom,,"Apr 15, 2024",United Kingdom,16,,533
366.0,nancy, Johnson ,nancy.johnson@gmail.com,+1-650-637-4526,01-23-2018,England,-5,,816
367.0,Mike, Johnson ,mike.johnson@hotmail.com,6407204539,"May 31, 2024",England,-5,89635,N/A
368.0, Nancy ,Brown,nancy.brown@mail.com,+1-341-153-4563,"Jul 05, 2018",England,29,$104586,N/A
369.0,Bob,Hernandez,bob.hernandez@yahoo.com,,"Dec 28, 2023",UK,unknown,$68873,N/A
, Nancy , Walker ,nancy.walker@gmail.com,1855973728,"Mar 16, 2015",France,,99115,N/A
371.0,Oscar,Johnson,oscar.johnson@example.com,+1-303-651-2221,17/08/2024,England,28,N/A,points
,tina,Smith,tina.smith@example.com,(237) 269-6974,17/09/2025,France,unknown,$70368,points
373.0,FRANK,Williams,frank.williams@gmail.com,(565) 478-1014,2024-06-03,France,65,,
374.0,Rita,Davis,rita.davis@gmail.com,,12-11-2015,UK,73,,points
375.0, Oscar ,Johnson,oscar.johnson@gmail.com,1984714582,2018-08-19,France,unknown,N/A,2588
,mike,williams,mike.williams@gmail.com,(670) 972-9646,"Aug 06, 2021",England,thirty,,
377.0, Grace ,lee,grace.lee@gmail.com,4013446125,09-03-2023,England,-5,N/A,points
,tina,SMITH,tina.smith@example.com,(912) 290-6013,2019-05-12,United States,,N/A,50
379.0, karen ,BROWN,karen.brown@mail.com,+1-299-737-1695,06-03-2018,australia,thirty,,
380.0, Diana ,Walker,diana.walker@gmail.com,1818457865,27/07/2021,france,25,,N/A
,mike, Allen ,mike.allen@example.com,(565) 611-2043,2025-09-06,CA,29,,
,karen,young,karenyoung@yahoocom,6651936736,2021-04-27,England,68,N/A,points
383.0,Rita,Hernandez,rita.hernandez@gmail.com,+1-285-979-3771,"Oct 09, 2024",UK,unknown,,N/A
384.0,Diana,BROWN,diana.brown@yahoo.com,,"Jul 07, 2016",France,59,$64242,4169
385.0,alice,MILLER,alice.miller@yahoo.com,,2025-04-01,france,-5,N/A,4340
386.0,hank, Smith ,hank.smith@gmail.com,(717) 728-3201,"Jul 11, 2020",USA,thirty,,N/A
387.0,quinn,King,quinn.king@hotmail.com,+1-701-230-5858,11-03-2023,france,unknown,46174,N/A
388.0,FRANK,LEE,frank.lee@mail.com,(824) 114-6064,"Sep 24, 2018",france,-5,26494,N/A
389.0,Oscar,Rodriguez,oscar.rodriguez@yahoo.com,(731) 174-8223,25/11/2023,France,-5,,points
390.0, Nancy , Lewis ,nancy.lewis@mail.com,+1-152-848-5828,2017-12-21,France,43,$119170,points
391.0,Quinn, martin ,quinn.martin@mail.com,+1-883-485-2402,10-31-2019,Canada,unknown,N/A,
392.0,karen,KING,karen.king@mail.com,(812) 748-7499,27/11/2017,UK,-5,52999,points
393.0,tina,WILSON,tina.wilson@yahoo.com,(362) 561-1091,2024-08-09,CA,thirty,94479,
394.0,jack,HALL,jack.hall@hotmail.com,,"Apr 18, 2023",U.S.,unknown,112887,N/A
395.0, Bob , Allen ,bob.allen@example.com,+1-247-341-8127,01-24-2019,Australia,unknown,$40119,1064
396.0,Bob, Davis ,bobdavis@gmailcom,(712) 136-8613,03-03-2021,USA,,N/A,N/A
397.0,CHARLIE,Smith,charlie.smith@yahoo.com,,"Feb 01, 2025",U.S.,unknown,,3839
398.0, Hank , Walker ,hank.walker@hotmail.com,(597) 739-7245,04/07/2016,United Kingdom,-5,,
399.0,IVY,Garcia,ivy.garcia@mail.com,,27/06/2019,United Kingdom,21,58714,2549
400.0,Bob,Jones,bob.jones@example.com,,2015-01-13,CA,-5,$99466,3149
,Oscar,lee,oscar.lee@yahoo.com,,"Apr 16, 2020",United Kingdom,75,,
402.0, Paul ,JONES,paul.jones@hotmail.com,,"Mar 01, 2021",france,-5,25619,points
,RITA,King,rita.king@mail.com,+1-274-466-7938,2018-05-28,UK,-5,55685,points
404.0,charlie, Hernandez ,charlie.hernandez@example.com,,"Jul 28, 2018",United Kingdom,26,66349,1295
405.0,Sam, Young ,sam.young@hotmail.com,2068035842,13/09/2023,United States,-5,78666,
, Ivy ,CLARK,ivyclark@examplecom,(944) 723-7616,10/04/2019,france,unknown,$58761,points
,Bob,LEWIS,bob.lewis@yahoo.com,+1-533-936-3112,2019-12-10,Canada,,N/A,N/A
408.0,TINA,WILSON,tina.wilson@yahoo.com,+1-752-104-7759,"Sep 23, 2024",France,,$66254,4866
409.0,Sam,Hall,sam.hall@gmail.com,,01-01-2024,USA,-5,N/A,points
410.0,Frank,RODRIGUEZ,frank.rodriguez@example.com,9797169853,2017-02-11,france,thirty,$37726,points
411.0,liam,Hernandez,liam.hernandez@mail.com,8190363757,"Jun 30, 2019",france,unknown,,N/A
412.0,Diana, Young ,dianayoung@gmailcom,+1-759-240-8686,2015-10-25,France,,,
413.0,Hank, Davis ,hank.davis@gmail.com,,"Oct 25, 2015",france,unknown,53793,N/A
414.0,Karen, Rodriguez ,karen.rodriguez@hotmail.com,(218) 723-1608,09-16-2016,Australia,thirty,N/A,
,ALICE,LEWIS,alice.lewis@hotmail.com,7101889302,2018-09-13,United Kingdom,thirty,$42901,
416.0,sam,LEWIS,sam.lewis@gmail.com,,"Jul 04, 2018",USA,thirty,$26902,3811
417.0, Tina ,Smith,tina.smith@yahoo.com,(609) 496-1564,"Oct 26, 2021",U.S.,thirty,,points
418.0,ALICE, Hernandez ,alice.hernandez@example.com,+1-807-796-7643,10/06/2019,France,thirty,,599
419.0,KAREN, Miller ,karen.miller@mail.com,(981) 584-7977,07-07-2024,CA,-5,N/A,
420.0, Paul ,Hernandez,paul.hernandez@yahoo.com,,"Jan 07, 2018",United Kingdom,71,58615,N/A
,Eve,WILSON,eve.wilson@mail.com,9256090336,"Jul 26, 2024",australia,43,$70827,N/A
422.0,JACK,wilson,jack.wilson@gmail.com,4188858623,01-22-2022,UK,-5,$93342,N/A
,Oscar,Young,oscar.young@yahoo.com,+1-232-812-5160,2018-10-02,UK,-5,$27803,2736
,KAREN, Allen ,karen.allen@gmail.com,(432) 902-1492,27/01/2022,australia,,76670,points
425.0,Alice, Lewis ,alice.lewis@hotmail.com,3562365837,09-16-2020,France,thirty,,539
426.0,Tina, Hall ,tina.hall@example.com,,"Nov 25, 2017",UK,,28926,
427.0, Oscar ,Lewis,oscar.lewis@hotmail.com,(975) 478-3889,30/12/2020,USA,,102521,points
428.0, Tina , Lee ,tina.lee@mail.com,8019647442,10-29-2022,australia,,N/A,
429.0, Liam ,WALKER,liam.walker@yahoo.com,,2023-11-03,United Kingdom,-5,N/A,N/A
430.0,EVE,martin,evemartin@mailcom,(981) 172-5891,2018-10-11,Canada,,,
431.0,CHARLIE,walker,charlie.walker@gmail.com,5931227145,2015-03-15,Germany,-5,81198,1207
432.0,Alice,Lee,alice.lee@gmail.com,,07-19-2025,United Kingdom,62,114166,2946
,Liam, Miller ,liam.miller@hotmail.com,(869) 114-4097,2024-11-07,australia,unknown,,1986
, Paul ,williams,paul.williams@mail.com,+1-329-528-9079,2024-12-01,CA,thirty,24497,4399
, Paul , Garcia ,paul.garcia@yahoo.com,(630) 466-5994,"Feb 28, 2019",Australia,17,N/A,
436.0,JACK,JONES,jack.jones@gmail.com,6274164455,07-15-2019,United Kingdom,unknown,,4178
437.0,Charlie,walker,charlie.walker@yahoo.com,,09-30-2017,Canada,,N/A,
, Sam ,WALKER,samwalker@gmailcom,(971) 339-5385,10-19-2015,United Kingdom,-5,$76749,N/A
439.0,KAREN,lewis,karenlewis@yahoocom,,12-01-2022,france,-5,$100441,
,DIANA, Walker ,diana.walker@mail.com,+1-936-946-1446,03-04-2022,france,unknown,,points
,OSCAR,Wilson,oscar.wilson@gmail.com,4365325352,05/04/2023,UK,-5,$65757,
442.0,Bob,Young,bob.young@mail.com,3426928524,04-30-2016,Australia,unknown,61881,
443.0,Paul,ALLEN,paul.allen@gmail.com,+1-421-652-2575,07-14-2025,UK,thirty,N/A,N/A
444.0,Ivy,lewis,ivy.lewis@gmail.com,(250) 130-7081,"Oct 01, 2021",france,87,$83783,3271
,Hank,Smith,hank.smith@mail.com,+1-794-736-6749,22/03/2016,france,unknown,91323,N/A
, Charlie , King ,charlie.king@example.com,1056338184,21/01/2019,UK,-5,$62936,
447.0,nancy, Garcia ,nancy.garcia@gmail.com,2405590963,2017-10-30,U.S.,thirty,$61799,N/A
,Tina,Brown,tina.brown@gmail.com,+1-226-144-3064,09-17-2015,Canada,-5,N/A,4457
449.0, Diana ,YOUNG,diana.young@gmail.com,,02/05/2023,USA,unknown,51846,
450.0,DIANA,Davis,diana.davis@gmail.com,6657732455,2019-07-17,CA,,N/A,2603
,Sam, Smith ,sam.smith@hotmail.com,6353476716,2019-01-06,United States,-5,N/A,N/A
,Liam,LEWIS,liam.lewis@yahoo.com,(722) 851-6094,10-12-2017,Australia,thirty,N/A,points
453.0, Hank ,Martin,hank.martin@mail.com,(501) 863-7424,2021-05-23,australia,,,
454.0,MIKE,RODRIGUEZ,mike.rodriguez@gmail.com,+1-441-825-2952,"Aug 10, 2019",france,thirty,$20468,
455.0,Ivy, Walker ,ivy.walker@gmail.com,1162911010,06-26-2024,England,unknown,N/A,points
,Rita,Hall,rita.hall@mail.com,+1-810-120-1294,2016-05-23,CA,-5,,292
,Nancy,wilson,nancy.wilson@yahoo.com,(565) 446-7164,"Jul 07, 2018",Germany,-5,97406,points
458.0,Jack,Martin,jack.martin@hotmail.com,(800) 272-1470,24/04/2020,England,-5,N/A,
,PAUL,Wilson,paul.wilson@yahoo.com,,"Jun 14, 2017",australia,thirty,,2179
460.0,Grace, Young ,grace.young@yahoo.com,3602989724,"Jul 05, 2016",,27,$77516,
461.0,diana,johnson,diana.johnson@yahoo.com,(494) 170-2963,14/11/2018,Canada,thirty,N/A,N/A
462.0,Eve,Lewis,eve.lewis@yahoo.com,6471724272,2018-12-14,Germany,,$38255,2480
,Oscar,Walker,oscar.walker@yahoo.com,+1-162-693-7477,10-17-2016,England,40,N/A,295
464.0,Alice,Hall,alice.hall@gmail.com,+1-715-776-2239,27/09/2022,Germany,82,N/A,
,Bob,GARCIA,bob.garcia@mail.com,(595) 137-9696,10-19-2020,UK,,N/A,points
, Frank , Wilson ,frank.wilson@mail.com,+1-229-237-3114,05/05/2020,England,thirty,$75579,
,Jack,Rodriguez,jack.rodriguez@example.com,,"Sep 04, 2017",France,-5,106715,points
468.0,Alice,allen,alice.allen@example.com,,24/05/2023,France,unknown,$42068,3643
469.0,ALICE,Williams,alice.williams@hotmail.com,+1-292-506-7800,"Mar 03, 2025",USA,87,N/A,N/A
470.0,karen,Smith,karen.smith@gmail.com,2481149287,"Sep 25, 2020",CA,86,40335,3265
471.0,charlie,HERNANDEZ,charlie.hernandez@yahoo.com,+1-336-445-2510,"Feb 20, 2024",australia,thirty,89276,N/A
472.0, Hank ,Clark,hank.clark@gmail.com,+1-238-411-9874,10/10/2023,U.S.,unknown,$81911,2952
, Liam ,HERNANDEZ,liam.hernandez@yahoo.com,(296) 886-4058,28/10/2017,United Kingdom,thirty,$117581,N/A
474.0,ALICE, Johnson ,alice.johnson@example.com,,06-20-2017,Germany,unknown,N/A,4450
475.0,grace,Hall,grace.hall@hotmail.com,8633972887,12-04-2024,australia,61,$88531,
, Hank ,hernandez,hank.hernandez@hotmail.com,1208427522,2021-07-06,australia,thirty,,
,Oscar, Miller ,oscar.miller@yahoo.com,8135052600,2017-10-22,United States,,,
478.0,oscar,Martin,oscar.martin@mail.com,+1-837-377-7402,17/02/2018,France,33,95002,4029
,Hank,Davis,hank.davis@gmail.com,(494) 913-3963,03-04-2024,australia,-5,70616,points
, Jack , martin ,jack.martin@yahoo.com,(169) 797-4669,2020-06-29,United Kingdom,33,,
481.0, karen ,martin,karen.martin@gmail.com,8122129335,"Jun 28, 2017",USA,89,73694,points
,DIANA,Hernandez,diana.hernandez@gmail.com,+1-919-538-5657,2017-01-13,USA,27,,
483.0,Frank,Williams,frank.williams@hotmail.com,7136421861,01-26-2017,USA,-5,N/A,points
484.0,Bob,JOHNSON,bob.johnson@gmail.com,3569922404,2017-10-24,United Kingdom,71,,689
485.0,ALICE,JONES,alice.jones@gmail.com,(599) 157-7031,27/07/2015,,unknown,,points
486.0,EVE,Young,eve.young@hotmail.com,(863) 675-8343,2024-05-26,Germany,unknown,119535,
487.0,Frank,SMITH,frank.smith@hotmail.com,(603) 390-9179,2019-07-29,france,44,N/A,4281
488.0,Charlie,BROWN,charlie.brown@yahoo.com,(186) 734-1717,"Sep 29, 2021",france,thirty,,N/A
,FRANK,martin,frank.martin@mail.com,1662008017,2020-10-31,,-5,N/A,4031
490.0,paul,JONES,paul.jones@mail.com,,2015-01-30,Canada,-5,34961,
491.0,eve,YOUNG,eve.young@hotmail.com,8682744359,2025-06-26,france,thirty,,
492.0,LIAM,king,liam.king@hotmail.com,,2020-03-07,france,87,N/A,136
493.0,NANCY, Lewis ,nancy.lewis@example.com,,29/03/2023,USA,,$101114,points
494.0,CHARLIE, Hernandez ,charlie.hernandez@example.com,,13/03/2023,UK,unknown,N/A,
,LIAM,LEWIS,liam.lewis@gmail.com,2544775033,2025-05-02,USA,-5,,
,Liam,garcia,liam.garcia@gmail.com,(230) 584-1217,11-21-2018,CA,,46670,N/A
, Hank , Hernandez ,hank.hernandez@example.com,(974) 930-3185,09/06/2018,England,73,$112304,N/A
,Nancy,King,nancy.king@mail.com,+1-721-361-3426,2025-03-09,United Kingdom,-5,N/A,N/A
,Sam, Clark ,sam.clark@gmail.com,(673) 310-5644,"Aug 19, 2025",USA,53,,
, Liam , Lewis ,liam.lewis@hotmail.com,,12-02-2017,France,,N/A,1781
